Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
1/5/2019,1:19 PM,1/5/2019,3:07 PM,Washington:,WECC,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
1/6/2019,3:00 AM,1/9/2019,7:00 AM,Washington:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,230,230000
1/6/2019,5:56 PM,1/6/2019,9:52 PM,California: Sacramento County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,300,90382
1/6/2019,1:00 AM,1/6/2019,12:00 PM,"Washington: King County, Thurston County, Pierce County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,230000
1/7/2019,8:57 PM,1/7/2019,9:32 PM,Michigan:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
1/9/2019,11:55 AM,1/9/2019,11:56 AM,New Mexico: San Juan County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
1/10/2019,12:19 PM,1/10/2019,12:48 PM,Montana: Valley County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,11,2
1/11/2019,11:36 AM,1/11/2019,12:43 PM,Maine:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
1/12/2019,11:30 AM,1/13/2019,10:00 PM,Missouri: Jackson County; Kansas: Johnson County;,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,112530
1/12/2019,11:30 AM,Unknown,Unknown,Missouri: Nebraska:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,116600
1/12/2019,7:20 PM,1/12/2019,9:38 PM,New Hampshire:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
1/13/2019,5:30 AM,1/15/2019,5:00 PM,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,133200,0
1/14/2019,11:10 AM,Unknown,Unknown,Michigan:,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Actual Physical Attack,0,0
1/15/2019,8:00 AM,1/15/2019,8:02 AM,Pennsylvania:,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
1/16/2019,5:26 PM,1/17/2019,12:19 PM,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,190,126700
1/16/2019,5:19 AM,1/16/2019,7:14 AM,Texas: Nueces County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
1/18/2019,9:54 PM,1/19/2019,12:19 AM,Nebraska:,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,8,0
1/23/2019,7:26 AM,1/23/2019,5:05 PM,Colorado: Larimer County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
1/24/2019,4:39 AM,1/24/2019,5:16 AM,Ohio:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
1/28/2019,1:35 PM,1/28/2019,1:40 PM,Utah: Iron County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
1/29/2019,6:34 PM,1/29/2019,6:36 PM,Louisiana: Washington Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
1/30/2019,4:30 PM,Unknown,Unknown,Washington:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
1/30/2019,4:23 AM,2/2/2019,9:00 AM,Illinois: Scott County;,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
1/30/2019,9:30 AM,1/31/2019,6:00 PM,Michigan:,RF,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0
1/30/2019,7:00 AM,1/30/2019,8:08 AM,Illinois: Pike County;,SERC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Severe Weather,0,0
1/31/2019,9:33 PM,1/31/2019,9:34 PM,California:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2/1/2019,11:57 PM,2/2/2019,8:49 AM,Nevada,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,1
2/1/2019,5:35 AM,2/1/2019,6:10 AM,Massachusetts,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2/2/2019,10:28 AM,2/2/2019,10:29 AM,California,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2/5/2019,6:17 PM,2/5/2019,8:26 PM,California,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,Severe Weather,42,33200
2/7/2019,7:39 AM,2/7/2019,7:40 AM,Arkansas,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,3,3370
2/7/2019,8:55 AM,2/9/2019,4:30 PM,Michigan,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,233000
2/8/2019,10:00 AM,2/8/2019,10:30 AM,Pennsylvania,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
2/8/2019,6:30 PM,Unknown,Unknown,Washington,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,50940
2/13/2019,2:48 AM,2/15/2019,12:28 AM,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,182,121000
2/14/2019,8:50 AM,2/14/2019,12:10 PM,New Jersey,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
2/14/2019,12:15 PM,2/14/2019,12:16 PM,Utah,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2/19/2019,9:45 AM,Unknown,Unknown,Texas,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2/20/2019,12:50 PM,2/20/2019,1:32 PM,"Wisconsin, Minnesota, Iowa, Illinois",MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,740,0
2/23/2019,2:05 PM,Unknown,Unknown,Virginia,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,0,0
2/24/2019,6:00 PM,2/25/2019,10:00 PM,Pennsylvania,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,132000
2/24/2019,11:21 AM,2/26/2019,5:29 PM,"Ohio, Virginia, West Virginia",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,118781
2/24/2019,6:47 PM,2/25/2019,1:55 PM,Pennsylvania,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,137216
2/24/2019,12:31 PM,2/24/2019,2:57 PM,Ohio,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,157274
2/24/2019,2:33 PM,2/24/2019,6:03 PM,Pennsylvania,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,94048
2/24/2019,8:02 PM,2/25/2019,2:30 PM,Michigan,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,115000
2/25/2019,7:45 AM,2/25/2019,6:40 PM,Massachusetts,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
